8.1095,3,6,1,0,33,1,11,12,19,14,12,21,25,3,4,20,34,56,10,18,13,15,,,
8.1749,3,4,1,1,31,1,9,11,22,11,12,31,43,11,17,15,39,48,18,11,13,15,,,
8.2364,3,6,1,1,34,1,11,9,15,17,13,23,38,10,16,19,41,55,11,15,13,16,,,
8.298,3,6,1,1,29,1,13,12,12,11,13,27,52,9,11,18,40,51,10,6,13,14,,,
8.3633,3,6,1,1,30,1,11,10,15,12,10,21,40,9,17,18,40,53,16,14,13,19,,,
8.425,3,5,1,1,30,1,14,10,12,13,9,20,24,4,11,19,29,50,12,23,13,14,,,
8.4902,3,6,0,1,31,0,12,10,16,12,12,31,47,9,20,20,38,51,2,9,13,15,,,
8.5518,3,6,0,1,34,0,14,10,15,14,13,29,24,2,3,12,43,57,6,22,11,17,,,
8.6171,2,4,1,0,30,0,12,12,9,14,9,32,44,1,16,19,40,50,16,14,11,16,,,
8.6788,2,5,1,0,37,1,9,9,16,21,12,36,38,11,17,16,44,56,3,11,11,17,,,
8.7441,3,5,1,1,32,1,9,12,10,16,12,28,27,7,7,17,37,58,11,25,13,16,,,
8.8058,3,5,1,1,31,1,9,10,13,10,11,32,41,14,19,21,40,48,13,18,13,10,,,
8.8712,3,5,1,1,34,1,15,11,19,15,16,23,19,8,11,16,42,52,11,17,13,15,,,
8.9328,3,4,1,1,28,1,13,9,12,12,12,27,28,4,7,16,29,48,10,0,13,14,,,
8.9981,3,6,0,1,35,0,14,10,16,19,12,20,36,9,20,14,41,58,17,4,13,20,,,
9.0598,2,6,1,1,33,1,14,12,14,12,12,12,25,8,8,15,24,47,10,24,11,17,,,
9.1213,2,6,1,0,33,1,12,10,12,16,10,34,41,7,22,16,37,44,9,9,13,19,,,
9.1868,3,5,1,0,37,1,10,10,14,18,11,26,19,8,10,12,47,56,11,19,13,18,,,
9.252,3,5,1,1,30,1,14,12,18,16,12,30,39,7,22,22,28,50,9,20,13,14,,,
9.3135,3,5,1,1,27,1,13,13,17,15,14,6,46,11,16,17,38,53,8,14,12,13,,,
9.3751,3,4,1,1,32,1,14,9,14,13,12,22,24,8,13,18,34,54,12,21,13,16,,,
9.4404,3,6,0,1,28,1,12,9,14,9,11,30,47,13,19,21,32,53,13,2,13,14,,,
9.5019,3,6,0,1,32,0,13,8,14,14,10,23,31,7,9,13,42,56,9,23,13,19,,,
9.5673,2,7,1,0,33,0,14,12,12,15,9,30,42,1,22,17,34,53,11,14,12,17,,,
9.6289,3,4,1,1,33,1,9,10,10,12,9,18,41,10,22,19,39,58,8,20,11,22,,,
9.6942,2,7,1,0,32,1,14,12,11,15,13,21,23,9,16,18,42,46,12,18,11,17,,,
9.7558,3,6,1,1,25,1,8,12,8,13,11,30,44,10,22,15,29,46,4,19,13,20,,,
9.8212,3,4,1,1,31,1,10,12,16,13,12,20,29,8,3,16,42,55,11,21,13,16,,,
9.8828,3,3,1,1,27,1,14,9,20,13,12,33,38,8,10,14,36,40,14,13,13,19,,,
9.9442,3,6,0,1,36,1,14,8,14,12,11,2,45,9,20,18,38,59,9,12,13,22,,,
10.0097,3,6,0,1,30,0,14,12,18,17,11,37,14,7,21,12,41,58,10,22,13,17,,,
